ArchitectureFitnessFunctionsDiagnostics.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsGovernance.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsOperations.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsOptimization.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsPlanning.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsPlaybook.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsReliability.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsReview.md	backend-and-api-engineering	service-architecture-and-decomposition
ArchitectureFitnessFunctionsStrategy.md	backend-and-api-engineering	service-architecture-and-decomposition
AspNetCoreAuthenticationFlows.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreBackgroundJobPatterns.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreCacheInvalidation.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreContractEvolution.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreErrorModeling.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreIdempotencyControls.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreMultiTenantIsolation.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreObservabilityContracts.md	backend-and-api-engineering	backend-framework-patterns
AspNetCorePaginationSystems.md	backend-and-api-engineering	backend-framework-patterns
AspNetCoreRateLimitDesign.md	backend-and-api-engineering	backend-framework-patterns
AssetDeliveryBudgetsDesign.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsDiagnostics.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsGovernance.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsOperations.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsOptimization.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsPlanning.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsPlaybook.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsReliability.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsReview.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetDeliveryBudgetsStrategy.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetPipelineOptimization.md	frontend-and-user-experience	frontend-frameworks-and-performance
AssetReviewBoardsAudienceFit.md	content-and-communication	video-and-media-production
AssetReviewBoardsConversionHooks.md	content-and-communication	video-and-media-production
AssetReviewBoardsCutdownPlans.md	content-and-communication	video-and-media-production
AssetReviewBoardsDistributionTiming.md	content-and-communication	video-and-media-production
AssetReviewBoardsFeedbackRounds.md	content-and-communication	video-and-media-production
AssetReviewBoardsNarrativeBeats.md	content-and-communication	video-and-media-production
AssetReviewBoardsPublishChecklists.md	content-and-communication	video-and-media-production
AssetReviewBoardsQualityBenchmarks.md	content-and-communication	video-and-media-production
AssetReviewBoardsRepurposingPaths.md	content-and-communication	video-and-media-production
AssetReviewBoardsVisualReferences.md	content-and-communication	video-and-media-production
AssumptionMappingActionExtraction.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingBiasChecks.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingCitationDiscipline.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingConfidenceScoring.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingContradictionHandling.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingEvidenceSifting.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingFollowupQuestions.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingQuestionDesign.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingStakeholderReadouts.md	product-and-project-management	roadmaps-and-prioritization
AssumptionMappingSynthesisFrames.md	product-and-project-management	roadmaps-and-prioritization
AstroAccessibilityFlows.md	frontend-and-user-experience	accessibility
AstroBuildPipelines.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroComponentTesting.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroDesignSystemAdoption.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroErrorRecoveryUX.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroFormSystems.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroHydrationRecovery.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroRenderingPerformance.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroRoutingBoundaries.md	frontend-and-user-experience	frontend-frameworks-and-performance
AstroStateArchitecture.md	frontend-and-user-experience	frontend-frameworks-and-performance
AsyncConcurrency.md	backend-and-api-engineering	messaging-queues-and-realtime
AsyncStatusReportingArtifactTemplates.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingCompletionProofs.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingContextCompression.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingEscalationTriggers.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingOwnershipHandoffs.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingReviewRhythms.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingRiskNotes.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingStakeholderVisibility.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingUpdateCadence.md	product-and-project-management	planning-cadence-and-delivery
AsyncStatusReportingUrgencyScoring.md	product-and-project-management	planning-cadence-and-delivery
AsynchronousCommunication.md	backend-and-api-engineering	messaging-queues-and-realtime
AttributionAnalysisAnomalyTriage.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisChangeImpact.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisConsumerReadiness.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisCostDiagnostics.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisFreshnessMonitoring.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisQueryPlans.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisReconciliationChecks.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisRetentionPolicies.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisSemanticContracts.md	data-platform-and-analytics	metrics-and-analytics
AttributionAnalysisValidationSuites.md	data-platform-and-analytics	metrics-and-analytics
AudienceIntentSegmentationDesign.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationDiagnostics.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationGovernance.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationOperations.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationOptimization.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationPlanning.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationPlaybook.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationReliability.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationReview.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceIntentSegmentationStrategy.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AudienceSegmentationMessaging.md	product-growth-and-marketing	acquisition-funnels-and-campaigns
AuditTrailHardeningBlastRadiusNotes.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningControlCoverage.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningEscalationMatrices.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningEvidenceRetention.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningExceptionExpiry.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningPolicyDiffs.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningRecoveryProofs.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningReviewerRouting.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningSignalCorrelation.md	security-and-trust	compliance-privacy-and-audit
AuditTrailHardeningTamperResistance.md	security-and-trust	compliance-privacy-and-audit
AuthFlowRepairBackpressureSignals.md	security-and-trust	identity-and-access
AuthFlowRepairCausalTracing.md	security-and-trust	identity-and-access
AuthFlowRepairContractProofs.md	security-and-trust	identity-and-access
AuthFlowRepairDependencyIsolation.md	security-and-trust	identity-and-access
AuthFlowRepairFailureSequencing.md	security-and-trust	identity-and-access
AuthFlowRepairIdempotencyRules.md	security-and-trust	identity-and-access
AuthFlowRepairOperatorClarity.md	security-and-trust	identity-and-access
AuthFlowRepairRecoveryScripts.md	security-and-trust	identity-and-access
AuthFlowRepairRetryDiscipline.md	security-and-trust	identity-and-access
AuthFlowRepairRolloutGuards.md	security-and-trust	identity-and-access
AuthPopupHandlingArtifactCapture.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingCrossBrowserDrift.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingEnvironmentParity.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingFailureScreenshots.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingFlakeTriage.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingRetryWindows.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingSelectorResilience.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingStateReset.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingTimingStability.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthPopupHandlingUserSimulation.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AuthRecoveryAnalysis.md	security-and-trust	identity-and-access
AuthRecoveryAutomation.md	security-and-trust	identity-and-access
AuthRecoveryDesign.md	security-and-trust	identity-and-access
AuthRecoveryDiagnostics.md	security-and-trust	identity-and-access
AuthRecoveryGovernance.md	security-and-trust	identity-and-access
AuthRecoveryOperations.md	security-and-trust	identity-and-access
AuthRecoveryOptimization.md	security-and-trust	identity-and-access
AuthRecoveryPlanning.md	security-and-trust	identity-and-access
AuthRecoveryReview.md	security-and-trust	identity-and-access
AuthRecoveryStrategy.md	security-and-trust	identity-and-access
AuthSecurity.md	security-and-trust	identity-and-access
AuthenticationAuthorization.md	security-and-trust	identity-and-access
AutomatedAccessibilityTesting.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AutomatedDatabaseTesting.md	testing-and-quality-assurance	test-strategy-and-harnesses
AutomatedReleaseNotes.md	content-and-communication	technical-documentation
AutomatedTestingE2E.md	testing-and-quality-assurance	browser-and-end-to-end-testing
AzureAutomationSafety.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
AzureCapacityForecasting.md	platform-and-cloud-infrastructure	capacity-and-cost-governance
AzureCostGovernance.md	platform-and-cloud-infrastructure	capacity-and-cost-governance
AzureDeploymentRollouts.md	platform-and-cloud-infrastructure	ci-cd-and-release-pipelines
AzureEnvironmentPromotion.md	platform-and-cloud-infrastructure	ci-cd-and-release-pipelines
AzureFailureRecovery.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
AzureIncidentTriage.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
AzureObservabilityDesign.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
AzurePolicyAutomation.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
AzureSecretsManagement.md	security-and-trust	secrets-and-key-management
BackendAPIDevelopment.md	backend-and-api-engineering	api-design-and-lifecycle
BackendArchitecture.md	backend-and-api-engineering	service-architecture-and-decomposition
BackfillReconciliationDesign.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationDiagnostics.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationGovernance.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationOperations.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationOptimization.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationPlanning.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationPlaybook.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationReliability.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationReview.md	data-platform-and-analytics	pipelines-and-ingestion
BackfillReconciliationStrategy.md	data-platform-and-analytics	pipelines-and-ingestion
BackgroundExecutionLimitsDesign.md	mobile-and-desktop-apps	device-connectivity-and-offline
BackgroundExecutionLimitsDiagnostics.md	mobile-and-desktop-apps	device-connectivity-and-offline
BackgroundExecutionLimitsGovernance.md	mobile-and-desktop-apps	device-connectivity-and-offline
BackgroundExecutionLimitsOperations.md	mobile-and-desktop-apps	device-connectivity-and-offline
BackgroundExecutionLimitsOptimization.md	mobile-and-desktop-apps	device-connectivity-and-offline
